cluster,feature,feature_label,cluster_mean,global_mean,cluster_median,global_median,cluster_to_global_mean_ratio,pct_diff_vs_global_mean,centroid_scaled_value,abs_centroid_scaled_value,direction,rank_in_cluster
0,dias_mora_observable_max,dias mora observable max.,77.22857142857143,77.7,92.0,91.5,0.9939327082184225,-0.60672917815775,-0.5766045006600223,0.5766045006600223,bajo,1
0,moras_consecutivas_mean,moras consecutivas prom.,0.04197016251425711,0.12102887928390232,0.0,0.0,0.3467780810876221,-65.3221918912378,0.509124832987878,0.509124832987878,alto,2
0,moras_consecutivas_sum,moras consecutivas total,3.302857142857143,8.93,0.0,0.0,0.3698608222684371,-63.013917773156294,0.4718367346938771,0.4718367346938771,alto,3
0,ratio_monto_max,ratio monto max.,3.2851531428571428,3.22862,2.3433,2.2887000000000004,1.0175100020619159,1.7510002061915886,0.435781370999127,0.435781370999127,alto,4
0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,15.104832426141463,15.299121875328938,16.019607843137255,16.154609658331744,0.9873006143247488,-1.2699385675251196,-0.3702597569206229,0.3702597569206229,bajo,5
0,num_facturas_prev_sum,num facturas prev total,1724.1885714285713,1588.695,1303.0,1023.5,1.0852860816132557,8.528608161325568,0.3507388669395928,0.3507388669395928,alto,6
0,dias_mora_observable_mean,dias mora observable prom.,13.67068811221913,14.367926501642696,13.61818181818182,14.548335722248765,0.9514725810057666,-4.852741899423341,-0.3418110703913401,0.3418110703913401,bajo,7
0,cliente_nuevo_mean,cliente nuevo prom.,0.04271628711008494,0.04828355882619489,0.0294117647058823,0.03137303149606295,0.8846963262142644,-11.530367378573558,0.3286177277943646,0.3286177277943646,alto,8
0,dias_desde_ultima_gestion_max,dias desde ultima gestion max.,94.22857142857143,93.615,97.0,97.0,1.006554199952694,0.6554199952693907,-0.25328270945759246,0.25328270945759246,bajo,9
0,esta_vencida_al_corte_mean,esta vencida al corte prom.,0.4688108919481326,0.488311816358566,0.5185185185185185,0.5577582920320243,0.9600646067591492,-3.9935393240850825,-0.22385926938909229,0.22385926938909229,bajo,10
0,n_cortes_total,n cortes total,102.45714285714286,98.355,88.0,83.0,1.0417075172298598,4.170751722985977,0.21800720288115244,0.21800720288115244,alto,11
0,sin_gestion_previa_mean,sin gestion previa prom.,0.3529713296392956,0.33817083710542745,0.3195876288659793,0.29935064935064937,1.0437663184104016,4.376631841040157,0.18933452571043075,0.18933452571043075,alto,12
0,num_gestiones_factura_mean,num gestiones factura prom.,1.832860327210436,1.91104213755255,1.8571428571428568,1.974172595112898,0.9590894366974867,-4.09105633025133,-0.18815183390508983,0.18815183390508983,bajo,13
